Year,DOY,Species,Fgroup,Cond_night,Trmmol_night,Photo,Cond_day,Trmmol_day,Percent_cond,Percent_trmmol,PD,MD,Soil_moisture,TAIR_N,VPD_N,TAIR_D,VPD_D,
2015,152,VB,forb,0.068338656,0.710022821,15.00904837,0.410529912,4.179409698,16.64644987,16.98859103,-0.3,-1.25,0.1705944,14.61,0.1652529,21.95,1.131412394,
2015,152,VB,forb,0.033543952,0.338869922,9.772149266,0.141163578,2.591334301,23.76246911,13.0770438,-0.3,-0.9,0.1705944,14.61,0.1652529,21.95,1.131412394,
2015,152,VB,forb,0.042391295,0.481916879,11.43667485,0.19705006,3.542794232,42.22198081,16.36448042,-0.35,-0.95,0.1705944,14.61,0.1652529,21.95,1.131412394,
2015,152,AC,woody,0.028480407,0.300207197,13.09959669,0.208761765,3.288249031,15.21640668,8.550512921,-0.35,-1.05,0.1705944,14.61,0.1652529,21.95,1.131412394,
2015,152,AC,woody,0.059194318,0.554102346,8.605539111,0.129710585,2.403688368,28.25746204,15.72923846,-0.5,-0.75,0.1705944,14.61,0.1652529,21.95,1.131412394,
2015,152,AC,woody,0.038418615,0.357432715,10.07440128,0.209482077,3.522753801,23.41080089,11.05720901,-0.6,-1.3,0.1705944,14.61,0.1652529,21.95,1.131412394,
2015,152,PV,grass,0.061524894,0.673607577,16.37179376,0.106299429,2.277524919,37.20550323,20.25789187,-0.2,-0.75,0.1705944,14.61,0.1652529,21.95,1.131412394,
2015,152,PV,grass,0.016378735,0.17840641,24.46112597,0.165365036,3.325161284,10.53730844,5.379204373,-0.2,-0.45,0.1705944,14.61,0.1652529,21.95,1.131412394,
2015,152,PV,grass,0.170755729,1.783829019,22.968851,0.155435657,3.316594747,133.3017618,50.39629044,-0.25,-0.45,0.1705944,14.61,0.1652529,21.95,1.131412394,
2015,152,RG,woody,0.017739772,0.200046236,12.70790882,0.201201783,3.060530722,8.816906023,6.536325028,-0.4,-1.25,0.1705944,14.61,0.1652529,21.95,1.131412394,
2015,152,RG,woody,0.024114501,0.242113152,14.69493284,0.135278162,2.755577765,12.83751658,7.309736577,-0.8,-1.1,0.1705944,14.61,0.1652529,21.95,1.131412394,
2015,152,RG,woody,0.020773094,0.214482285,13.64494993,0.187843968,3.312200775,17.60276942,7.925531519,-0.9,-1.3,0.1705944,14.61,0.1652529,21.95,1.131412394,
2015,173,AG,grass,0.021187531,0.52750976,13.6781675,0.107178876,3.551319683,13.14848655,7.529958292,-0.35,-1.25,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,AG,grass,0.015194439,0.373106718,20.38200041,0.161140458,7.005480497,11.50980241,8.055652418,-0.45,-1.3,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,AG,grass,0.03587712,0.839766981,29.87074695,0.218159782,7.614685786,16.44534119,11.0282552,-0.3,-0.95,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,CD,woody,0.019394488,0.439590333,7.37910866,0.154841449,4.09136913,12.52538513,10.74433324,-0.4,-1.05,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,CD,woody,0.016915779,0.38782739,13.95935985,0.315011574,7.335736785,5.369891328,5.286822596,-0.35,-1.2,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,CD,woody,0.024031239,0.519425551,11.81303886,0.289181314,7.08803427,8.310093847,7.328203153,-0.25,-1.25,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,SC,forb,0.010743254,0.244142979,18.21097689,0.515868172,10.2289949,2.082557995,2.386773884,-0.2,-1.1,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,SC,forb,0.019898148,0.468305669,20.39834566,0.509458918,10.65343885,3.905741335,4.395816935,-0.3,-1.25,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,SC,forb,0.008890903,0.193019504,19.75569232,0.520971177,12.16127703,1.706601663,1.587164769,-0.3,-1.3,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,SN,grass,0.028030644,0.634574151,22.81020009,0.216632454,6.406548898,12.93926353,9.905085577,-0.35,-1.4,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,SN,grass,0.017974332,0.434827972,25.67988417,0.192324648,6.045110774,9.34582849,7.193052177,-0.3,-1.2,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,SN,grass,0.0171738,0.383241285,29.43213948,0.213259616,6.770106128,8.053001461,5.660786965,-0.3,-1.5,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,VB,forb,0.013309771,0.323561711,1.075408765,0.046565978,1.515329226,3.245638435,3.771722861,-0.45,-1,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,VB,forb,0.001066254,0.024060682,13.98186631,0.341392816,7.695810218,0.312324816,0.312646513,-0.4,-1.05,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,VB,forb,0.013731597,0.325282673,9.831975689,0.236477467,6.668371377,5.806725491,4.877992755,-0.35,-0.85,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,AC,woody,0.0096267,0.218794381,10.78518341,0.161319185,6.03471569,3.655354947,3.599983013,-0.35,-1,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,AC,woody,0.011113304,0.263128665,11.61373534,0.19969433,5.307852064,5.565157444,4.957347369,-0.4,-1.1,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,AC,woody,0.016845967,0.394834259,10.67599981,0.140731204,4.291647336,11.97031374,9.200063,-0.25,-1.5,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,PV,grass,0.00885322,0.217274956,17.48138305,0.117456857,3.856017743,7.537423024,5.634698043,-0.3,-1.3,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,PV,grass,0.009445089,0.215260713,28.29513757,0.19627597,5.878998514,4.812147298,3.661520115,-0.35,-0.9,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,PV,grass,0.033116706,0.711534034,29.11917173,0.215307095,6.191694915,15.38114958,11.49174892,-0.3,-0.8,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,RG,woody,0.007277618,0.164286287,19.50939012,0.411608527,8.331982528,1.768092148,1.971755061,-0.65,-1.6,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,RG,woody,0.019600601,0.437098516,18.39637549,0.359319656,7.74195335,5.454920448,5.645842806,-0.7,-1.4,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,173,RG,woody,0.012119461,0.262844392,14.87636696,0.270084134,7.453628169,4.487291001,3.52639528,-0.8,-1.6,0.1497736,26.06,1.816415944,33.42,2.459015028,
2015,194,AG,grass,0.01640826,0.379605989,14.41353817,0.145397733,4.393707976,11.28508677,8.639763752,-0.4,-0.5,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,AG,grass,0.071986987,1.473425176,23.38561062,0.17941199,5.997813948,40.12384383,24.5660367,-0.25,-0.55,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,AG,grass,0.042090099,0.886191098,19.5363172,0.169060621,6.687702708,24.89645341,13.25105401,-0.35,-0.5,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,CD,woody,0.017104776,0.414447795,12.07819772,0.262423646,4.895040792,6.518001087,8.466687262,-0.5,-0.6,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,CD,woody,0.026674801,0.549417563,13.93301025,0.4113368,8.974955404,6.484905119,6.121674573,-0.55,-0.9,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,CD,woody,0.042294306,0.895872659,9.011396006,0.312242718,9.420735588,13.54532982,9.509582881,-0.45,-0.7,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,SC,forb,0.026038464,0.600025554,28.8219163,0.815851621,13.32495639,3.191568618,4.50302077,-0.45,-0.85,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,SC,forb,0.012007681,0.267066428,18.12253578,0.542976851,11.06815286,2.211453524,2.412926817,-0.55,-0.65,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,SC,forb,0.009763899,0.211807402,20.35297431,0.679045664,14.07983538,1.437885471,1.504331527,-0.45,-0.7,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,SN,grass,0.0182508,0.442884247,32.94364249,0.32985121,7.511914111,5.533040084,5.895757603,-0.2,-0.5,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,SN,grass,0.038576951,0.866125617,38.14747714,0.311036509,8.115807809,12.40270835,10.67208142,-0.25,-0.4,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,SN,grass,0.067293718,1.39144835,40.61855355,0.360243014,9.427864284,18.68008959,14.75889245,-0.25,-0.35,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,VB,forb,0.027461186,0.61692977,15.78913188,0.510206896,9.422514164,5.382362788,6.547400821,-0.35,-0.6,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,VB,forb,0.036603919,0.721793966,15.042852,0.331596419,7.952132311,11.03869564,9.076734865,-0.4,-0.65,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,VB,forb,0.023068472,0.477815621,14.07758666,0.335999741,9.317924429,6.86562198,5.127919038,-0.35,-0.5,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,AC,woody,0.015637546,0.357609569,18.56035664,0.336403689,6.185819341,4.648446753,5.781118865,-0.25,-0.7,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,AC,woody,0.019732306,0.423791593,21.99736908,0.364086114,9.292055404,9.182581712,7.601325103,-0.35,-0.7,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,AC,woody,0.029865978,0.619354506,12.7391849,0.231403694,6.860917095,12.90643957,9.027284507,-0.4,-0.8,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,PV,grass,0.015881281,0.360711773,24.28625807,0.170758729,5.400871535,9.300421066,6.67876973,-0.3,-0.4,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,PV,grass,0.016865436,0.362628615,34.85145967,0.344452503,8.586321878,4.896302393,4.223328918,-0.25,-0.4,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,PV,grass,0.027534999,0.574043183,31.35379078,0.239191303,6.765022324,11.51170573,8.485458816,-0.3,-0.5,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,RG,woody,0.009850812,0.226220686,18.31704572,0.323776963,7.4643649,3.042468458,3.030675598,-0.35,-1,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,RG,woody,0.017455458,0.363790242,17.96377191,0.364850266,8.71445938,4.784279873,4.174558929,-0.6,-1.1,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,194,RG,woody,0.034305661,0.696940658,23.59177303,0.627461998,12.23347323,5.467368757,5.696997447,-0.7,-0.15,0.1658624,27.9,0.85017727,32.86,2.000892731,
2015,210,AG,grass,0.098142865,1.223678668,22.50177133,0.296511061,6.333488229,33.09922562,19.32076959,-0.3,-1.2,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,AG,grass,0.159120732,1.765928276,13.90808839,0.188207745,4.571861581,84.54526243,38.62602234,-0.3,-1.15,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,AG,grass,0.06518175,0.86678963,13.83164646,0.148021769,3.770321556,44.03524566,22.98980649,-0.35,-1,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,CD,woody,0.088578016,0.949845776,14.74513645,0.400258336,5.639913302,22.13021145,16.84149605,-0.25,-1.6,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,CD,woody,0.07947526,0.965810271,18.49857211,0.401048273,6.867695866,19.81688115,14.06309031,-0.25,-1.55,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,CD,woody,0.04474752,0.539440058,14.14598617,0.325897645,5.645318647,13.73054402,9.555528964,-0.3,-1.2,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,SC,forb,0.092065744,0.950234593,24.11400639,0.728960319,8.286414212,12.62973327,11.46737984,-0.35,-1.3,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,SC,forb,0.03441162,0.449539092,32.71306805,1.013940221,10.97686843,3.393851003,4.095330964,-0.3,-1.2,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,SC,forb,0.016736106,0.230315701,27.44142178,0.723302573,11.13452822,2.313845839,2.068481898,-0.3,-1.5,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,SN,grass,0.092219373,1.022382494,35.39285593,0.307508939,5.370027747,29.98916807,19.03868178,-0.4,-1.1,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,SN,grass,0.052870774,0.671094475,33.71519688,0.284465168,6.624300474,18.58602736,10.13079762,-0.3,-1,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,SN,grass,0.117855045,1.262105767,30.78698367,0.232548243,5.546746633,50.67982621,22.75398265,-0.25,-1.05,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,VB,forb,0.050943551,0.633197327,11.71014491,0.300898486,5.998058982,16.93047752,10.55670391,-0.35,-0.9,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,VB,forb,0.07986065,0.978992456,13.66073256,0.3235753,6.449892391,24.68070042,15.17843084,-0.7,-1,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,VB,forb,0.066796614,0.830961613,13.23525068,0.340399964,6.437475714,19.62297906,12.90819025,-0.7,-0.8,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,AC,woody,0.047685663,0.539167376,12.34266268,0.21893142,4.46782875,21.7810959,12.06777176,-0.2,-0.7,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,AC,woody,0.014310861,0.192544999,17.12148332,0.335907878,5.833893427,4.260352843,3.300454516,-0.25,-1.8,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,AC,woody,0.018640857,0.242433366,17.01759092,0.339325353,5.358174326,5.493505643,4.524551671,-0.3,-1.5,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,PV,grass,0.029698197,0.401446024,10.64838634,0.087327405,2.156694955,13.34966289,7.445578211,-0.25,-0.95,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,PV,grass,0.113799224,1.242010918,35.49817951,0.255364903,5.914407399,44.56337704,20.99975255,-0.25,-0.9,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,PV,grass,0.12786416,1.3469929,30.18381366,0.223906894,5.050506999,57.10595048,26.67044912,-0.25,-1,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,RG,woody,0.021572318,0.298142954,14.75029104,0.249955636,5.42416514,8.630458774,5.496568532,-0.35,-1.35,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,RG,woody,0.025201423,0.334896311,16.61020469,0.250427298,5.029536181,10.06336915,6.658592344,-0.8,-1.5,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,210,RG,woody,0.044003139,0.532210029,23.39145577,0.592289991,7.614120141,7.429323471,6.989777144,-0.9,-1.3,0.1204352,18.83,0.303344633,27.9,1.545262281,
2015,238,AG,grass,0.030273108,0.463063241,19.11382314,0.171378954,3.860071017,17.66442571,11.99623631,-0.3,-1.45,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,AG,grass,0.013391822,0.207485566,19.7733423,0.126388723,3.335531249,10.59574119,6.220465373,-0.4,-1.05,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,AG,grass,0.051627719,0.789409751,21.07433468,0.152952418,4.01418695,33.75410466,19.66549543,-0.3,-1.15,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,CD,woody,0.012591168,0.178115783,14.99710836,0.311656471,4.730218895,4.040079212,3.765487116,-0.35,-1.45,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,CD,woody,0.012617638,0.196209226,16.27958185,0.284104639,5.539342228,4.441193802,3.542103343,-0.45,-1.25,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,CD,woody,0.024351754,0.378862513,16.72248575,0.349463716,6.444949892,6.968321012,5.878440002,-0.3,-1.5,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,SC,forb,0.03606012,0.548738923,6.578020605,0.205106872,4.718774206,5.5997274,5.333045234,-0.3,-1.15,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,SC,forb,0.015933848,0.231675378,16.19767033,0.283098496,6.495276358,5.628376138,3.566828649,-0.35,-1.2,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,SC,forb,0.02512393,0.392140096,26.34179233,0.637551034,11.17510989,3.940693156,3.509049127,-0.35,-1.5,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,SN,grass,0.011122756,0.167663165,31.71192403,0.20536978,4.277416052,5.415965521,3.919730114,-0.3,-0.9,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,SN,grass,0.003558802,0.051660847,31.38814348,0.197585863,4.826735888,1.80114223,1.070306075,-0.3,-0.9,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,SN,grass,0.01218263,0.190875734,33.75691948,0.219528975,5.067698195,5.549440368,3.766517392,-0.5,-1.1,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,VB,forb,0.057316533,0.833786849,27.03880125,0.643962063,10.28941063,27.94471598,17.66956443,-0.4,-0.95,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,VB,forb,0.047571894,0.67383088,8.339709413,0.126175104,3.440567834,37.70307506,19.58487413,-0.7,-0.75,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,VB,forb,0.061329997,0.891848014,13.63891414,0.308387451,5.905511572,19.88731918,15.10196031,-0.55,-1,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,AC,woody,0.027881122,0.427527554,9.741035016,0.200836161,3.674161178,13.88252076,11.63605876,-0.45,-1.3,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,AC,woody,0.028496049,0.437266926,14.65127943,0.256417895,5.293439664,11.1131281,8.26054425,-0.3,-2.2,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,AC,woody,0.016945474,0.256551502,10.16743723,0.198313787,3.951745649,8.544778382,6.492105634,-0.25,-2.7,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,PV,grass,0.038377193,0.587030136,24.72101959,0.198884059,5.184156239,19.29626404,11.32354253,-0.35,-1.8,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,PV,grass,0.011445546,0.180228717,19.80053821,0.154933777,3.862181769,7.387379393,4.666500131,-0.35,-1.35,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,PV,grass,0.066540857,0.982282327,27.70310807,0.221750699,5.183228901,30.00705628,18.95116627,-0.2,-0.85,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,RG,woody,0.0555812,0.778970785,19.07306221,0.406297946,6.416875141,13.67991162,12.13941004,-0.5,-2.4,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,RG,woody,0.043376757,0.63963412,17.93549091,0.268174729,5.537950668,16.1748117,11.55001477,-0.6,-1.9,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,238,RG,woody,0.050644077,0.750482539,17.56257433,0.368943952,7.176008642,13.72676707,10.45821677,-0.8,-1.6,0.1095516,22.06,0.804991114,29.03,2.116734365,
2015,252,AG,grass,0.03552728,0.560191451,11.49080135,0.089746749,2.090267648,39.58614737,26.79998665,-0.5,-1.3,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,AG,grass,0.024903232,0.368211783,21.84733938,0.162571375,3.181274688,15.31833772,11.57434738,-0.2,-0.75,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,AG,grass,0.025816325,0.427063437,21.84648028,0.213612112,4.277182357,12.0856092,9.984690896,-0.25,-1.5,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,CD,woody,0.025710112,0.356514002,11.19983495,0.164841554,3.311120903,15.59686323,10.76716955,-0.2,-1.15,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,CD,woody,0.035791606,0.513026185,12.14786276,0.260552781,4.408846472,13.7367967,11.63629055,-0.2,-1.1,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,CD,woody,0.0155531,0.235374677,14.90326331,0.3239786,6.241589608,4.800656648,3.771069424,-0.1,-1.25,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,SC,forb,0.040598487,0.569889279,17.93099696,0.515377922,6.939408095,7.877420636,8.212361504,-0.3,-0.7,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,SC,forb,0.011183984,0.171890011,21.11231528,0.543893538,8.636629691,2.056281899,1.990244082,-0.3,-0.5,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,SC,forb,0.047840706,0.707514608,22.81950653,0.698626602,8.616978503,6.847821951,8.210704108,-0.4,-0.5,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,SN,grass,0.005126288,0.073096574,24.33175941,0.164962351,3.347217387,3.107550438,2.183801203,-0.1,-1.85,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,SN,grass,0.005629875,0.083466018,30.66905091,0.207380757,4.466862084,2.714752773,1.868560453,-0.2,-1.75,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,SN,grass,0.016271961,0.235313848,36.31500382,0.242118759,4.556010926,6.720652718,5.164909641,-0.2,-2.01,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,VB,forb,0.059383043,0.900020612,9.706763949,0.271172732,5.21982859,26.48669064,19.455634,9999,9999,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,VB,forb,0.05759323,0.792492167,9.595850059,0.178011638,3.769080464,21.23857737,15.18234082,9999,9999,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,VB,forb,0.027942458,0.406233344,6.079625717,0.091561614,2.51912491,15.69698397,10.77804912,9999,9999,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,AC,woody,0.068383697,0.884556985,5.137343698,0.201903517,3.626558193,33.86949288,24.39108759,-0.05,-2.75,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,AC,woody,0.023878318,0.344472958,12.35001074,0.229882099,4.150736967,10.38720192,8.299079425,-0.4,-0.9,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,AC,woody,0.018027178,0.290919849,12.51562856,0.231868321,4.060494135,7.774748002,7.164641534,-0.1,-1.3,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,PV,grass,0.053398982,0.855357098,22.62381586,0.219245512,4.480030212,24.35579249,19.09266361,-0.2,-1.45,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,PV,grass,0.030890927,0.471579793,16.43692141,0.178233677,3.527105062,17.33170044,13.37016575,-0.1,-1.35,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,PV,grass,0.033326818,0.474259547,27.04399605,0.234690913,4.630241081,14.200302,10.24265343,-0.2,-1.4,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,RG,woody,0.032689342,0.465693951,25.41717434,0.552528202,7.619320996,5.916321081,6.112013807,-0.5,-0.8,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,RG,woody,0.03604409,0.532679544,16.9534415,0.26513592,5.642915463,13.59457076,9.439793098,-0.7,-0.9,0.1549788,21.73,0.655796009,27.29,1.49621464,
2015,252,RG,woody,0.029970895,0.444947236,8.350198843,0.086370311,2.484720103,34.7004601,17.90733835,-0.5,-1.7,0.1549788,21.73,0.655796009,27.29,1.49621464,
